카테고리,product,price,rate
라면,[농심] 짜파게티 큰사발면 123g,1030,4.92
라면,팔도 틈새라면 매운김치 120g*5,4600,4.86
라면,농심 신라면120g*20입,14720,4.93
라면,풀무원 자연은맛있다 라면 백면 4입,3980,4.8
라면,[팔도] 짬뽕 왕뚜껑 110g,1000,4.91
라면,농심 앵그리 너구리 5입,3910,4.88
라면,오뚜기 스파게티 150g*4입,3550,4.89
라면,[농심] 육개장 큰사발면 110g,1030,4.92
라면,농심 신라면볶음면 큰사발,1320,4.64
라면,[농심] 무파마탕면 큰사발면 112g,1430,4.91
라면,삼양 크림까르보불닭볶음면 120g,1400,4.9
라면,오뚜기 열라면 용기 105g,950,4.93
라면,농심 신라면건면사발,1240,4.85
라면,오뚜기 진라면 매운맛 용기 6입 (110gX6),5700,4.94
라면,오뚜기 진짬뽕 75gX6입,5580,4.93
라면,오뚜기 크림진짬뽕멀티 130g*4,5480,4.89
라면,No Brand 노브랜드 라면한그릇(얼큰한맛) 5입,2680,4.87
라면,농심 신라면블랙사발 두부김치,1400,4.83
과자,[농심] 새우깡90g,1020,4.95
과자,[롯데] 마가렛트오리지날396g,3950,4.94
과자,오리온 초코송이 36g*2번들,990,4.96
과자,롯데 돼지바x찰떡파이210g,3360,4.85
과자,[해태] 홈런볼초코 5번들 230g,5480,4.96
과자,몽쉘 크림케이크384g,3980,4.94
과자,No Brand 노브랜드 감자칩 오리지날 110g,890,4.9
과자,크라운 옹골진 오곡쿠키 288g,3950,4.9
과자,크라운 참쌀선과 253g,3870,4.95
과자,No Brand 노브랜드 자색고구마칩 110g,980,4.87
과자,[롯데] 칸쵸 196g,1980,4.95
과자,[오리온] 포카칩 오리지널 66g,1170,4.94
과자,[롯데] 빈츠 204g,3360,4.96
과자,[롯데] 꼬깔콘 군옥수수맛 72g,1180,4.95
과자,No Brand 노브랜드 고르곤졸라치즈 소프트콘 145g,1280,4.87
과자,PEACOCK 피코크 나쵸칩 오리지널 100g,1980,4.92
과자,오리온 예감 오리지널 192g,2280,4.95
과자,[해태] 사루비아 통밀 180g,3580,4.9
과자,[크라운] 버터와플 316g,4380,4.95
과자,롯데 아몬드빼빼로132G,3840,4.95
과자,[오리온] 초코파이 정 새로운시작 12팩 468g (39g*12팩),3830,4.95
과자,PEACOCK (G)피코크 유기농 밤그대로 100g*2입,2988,4.88
과자,[오리온] 왕고래밥 56g,980,4.95
과자,No Brand 노브랜드 감자칩 사워크림&어니언 110g,980,4.9
과자,크라운 참쌀설병 270g,3870,4.95
과자,[크라운] 쿠크다스 화이트 토르테 36입 288g,4380,4.95
과자,농심 조청유과 96g,1200,4.94
과자,해태 미니초코칩사브레180g,3550,4.87
과자,농심 양파링 84g,1200,4.94
과자,[농심] 자갈치90g,1200,4.94
과자,[롯데] 칙촉 180g,2980,4.94
과자,오리온 오뜨쇼콜라 300g,3580,4.94
과자,크라운쵸코하임 18개입 284g,4780,4.96
과자,롯데 카스타드 2번들 552G(24입),6980,4.94
과자,[농심] 매운새우깡 90g,990,4.95
과자,오리온 썬 핫 스파이시 맛 135g,1980,4.95
과자,[크라운] 참크래커 280g,3360,4.94
과자,[농심] 포스틱 84g,1200,4.95
과자,[하리보]스타믹스 250g,2980,4.94
과자,해태 에이스 364g,3980,4.96
과자,PEACOCK [피코크] 흰 송편 떡 600g,6980,4.83
과자,해태 허니버터칩4번들 152g,2980,4.94
과자,[농심] 꿀꽈배기 90g,1200,4.94
과자,No Brand 노브랜드 라면스낵 250g,1980,4.8
과자,[하리보]소프트 골드베렌 220g,2980,4.9
과자,[해태] 포키 극세 44g,1180,4.95
과자,[농심] 알새우칩 68g,1180,4.94
과자,오레오 화이트크림 샌드위치 쿠키100g,980,4.95
과자,No Brand 노브랜드 초코 웨이퍼롤 115g,980,4.91
과자,No Brand 노브랜드 카스타드,3180,4.92
과자,해태 오예스미니192g,2870,4.95
과자,해태 구운감자 162g(6입),4320,4.95
과자,[JAJU/자주]신세계인터내셔날 점보 달고나,3500,4.9
과자,농심 오징어집 83g,1200,4.95
과자,몽쉘 카카오케이크 384g,3980,4.93
과자,롯데 칙촉브라우니160g,2980,4.87
과자,[하리보]해피 그레이프 100g,880,4.91
과자,No Brand 노브랜드 버터쿠키 400g,2980,4.88
과자,오리온제과 오리온 감자패밀리팩 180g,3980,4.95
과자,삼립 미니꿀약과 500g,3980,4.93
과자,[크라운] 쿠크다스 비엔나 커피 36입 288g,4380,4.94
과자,[크라운] 마구마구 스낵모음 8팩,2980,4.94
과자,No Brand 노브랜드 초코칩쿠키 400g,3480,4.78
과자,크라운 화이트하임 18개입 284g,4780,4.96
과자,No Brand 노브랜드 고구마형과자 200g,980,4.91
과자,[농심] 감자깡 75g,1180,4.95
과자,오리지날 트윈리필 105g,2980,4.93
과자,오리온 only생감자팩 180g,3980,4.94
과자,[농심] 쌀새우깡 80g,1020,4.92
과자,PEACOCK 피코크 씨솔트 카라멜 & 크림치즈 팝콘 120g,1980,4.88
과자,[농심] 새우깡 400g,3850,4.93
과자,[농심] 닭다리 후라이드치킨맛 66g,1180,4.94
과자,하리보 그레이프프루트(자몽) 100g,880,4.83
과자,(G) 카페 틴 버터쿠키 150g,2400,4.77
과자,해태 오예스 12입 360g,4780,4.95
과자,No Brand 노브랜드 초코파이 420g,1880,4.92
과자,뻥이요302g,2600,4.93
과자,No Brand 노브랜드 인절미스낵 130g,1380,4.86
커피,(쓱배송)  [맥심] 모카골드 마일드 커피믹스 250입,27200,4.95
커피,(쓱배송)  [맥심] 카누 마일드 로스트 아메리카노 미니 150입,25800,4.97
커피,[매일] 바리스타룰스 에스프레소 라떼 250ml,1750,4.94
커피,맥심 (쓱배송)  [맥심] 화이트골드 커피믹스 250입,27200,4.96
커피,[매일] 마이 카페라떼 220ml*6입 기획 (기획랜덤구성),5980,4.94
커피,동서식품(주) [맥심] 카누 마일드 로스트 아메리카노 미니 100입,19000,4.95
커피,[서울우유] 스페셜티 카페라떼 마일드 250ml,1000,4.93
커피,[맥심] TOP 마일드 에스프레소 라떼 300ml,1880,4.9
커피,[맥심] TOP 볼드 에스프레소 라떼 300ml,1880,4.9
커피,[매일] 바리스타룰스 모카프레소 250ml,1750,4.93
커피,맥심 카누  마일드 미니 27g (0.9g*30입),5980,4.95
커피,서울우유 강릉커피 라떼 250ml,1980,4.86
커피,동서식품(주) [맥심]카누 미니 다크 로스트 아메리카노 100입,19000,4.94
커피,No Brand 노브랜드 콜드브루 아메리카노 500m,1880,4.79
커피,[맥심] 모카골드 마일드 커피믹스 (12g*100입),13900,4.93
커피,맥심 슈프림골드 커피믹스 20입,3950,4.83
커피,[서울우유] 스페셜티 카페라떼 모카 250ml,1000,4.92
커피,동서식품(주) [맥심]카누  디카페인 아메리카노 미니 100입,20900,4.95
커피,동서식품(주) [맥심] 모카골드 마일드 커피믹스 180입 (12g*180입) (+20입 or 사은품 랜덤 증정),24650,4.91
커피,레쓰비마일드175ml*12입,3980,4.93
커피,동서식품(주) 카누 돌체라떼 415.2g(24입),8700,4.91
커피,[서울우유] 스페셜티 카페라떼 아포가토 250ml,1000,4.89
커피,[매일]바리스타룰스 블랙 만델링 1L,4380,4.89
커피,빙)스페셜티 탄지나아 킬리만자로 460ml,2200,4.87
커피,동서식품(주) (쓱배송)  [맥심]카누 다크 아메리카노 미니 150입,25800,4.96
커피,동서식품(주) [맥심]카누 디카페인 미니 아메리카노 30입,6160,4.92
커피,[스타벅스] 카페 라떼 200ml,1900,4.94
커피,[맥심]카누더블샷라떼 50입 (13.5g*50개입),16150,4.92
커피,[스타벅스] 더블샷 에스프레소&크림 (200ml*4캔),4780,4.92
커피,빙)스페셜티 에티오피아 예가체프 460ml,2200,4.82
커피,[맥심]카누 라떼 50입 (13.5g*50개입),16150,4.95
커피,동서식품(주) [맥심] 모카골드 마일드 커피믹스 (12g*20입),3170,4.93
커피,[서울우유] 스페셜티 카페라떼 다크 250ml,1000,4.91
커피,[SSG Fresh]10+10+2 하이드로 더치커피 콜드브루 원두커피 30ml,3900,4.85
커피,맥심  화이트골드 커피믹스 (11.7g*50) 585g,7750,4.94
커피,맥심 슈프림골드 커피믹스 100입,17280,4.92
커피,스타벅스 이탈리안스타일 로스트 by 네스프레소 캡슐,7700,4.89
커피,네스카페 돌체구스토 캡슐 아메리카노 30입,15900,4.97
커피,No Brand [노브랜드] 카라멜 마끼아또 300ml,1280,4.88
커피,[맥심] 모카 골드 마일드 (12g*50입),7450,4.93
커피,[매일]바리스타룰스 카라멜 딥 프레소 250ml,1750,4.92
커피,[칸타타] 오리지널 원두커피 프리미엄 라떼 275ml,980,4.92
커피,[매일] 바리스타룰스 블랙 코스타리카 1L,4380,4.88
커피,스타벅스 브렉퍼스트 기획(에코컵&파우치),19800,4.86
커피,동서식품(주) [맥심] 화이트골드 커피믹스 180입 (11.7g*180개) (+20입 or 사은품 랜덤 증정),25400,4.91
커피,일리 클래식로스트 디카페인 미니 1g*30개,8980,4.91
커피,핸디엄 콜드브루커피 케냐AA 500ml,9900,4.86
커피,[한국야쿠르트] 콜드브루 액상스틱 72ml(12ml*6개입),3000,4.89
커피,코카콜라 [조지아] 오리지널 커피 (240ml6개),3680,4.94
커피,맥심카누 다크로스트 아메리카노60입,15480,4.95
커피,[맥심]TOP 마스터라떼 275ml 4+2기획,5860,4.93
커피,[맥심] TOP 더 블랙 275ml,980,4.93
커피,빙)잇츠라떼 쇼콜라모카 320ml,2200,4.89
커피,[칸타타] 스위트 아메리카노 275ml,980,4.92
커피,동서식품(주) [맥심] 화이트골드 커피믹스 (11.7g*20) 234g,3260,4.93
커피,[빙그레] 아카페라 바닐라 라떼 240ml,1000,4.91
커피,PEACOCK 피코크 브라질 세라도 엔와이투 200g (분쇄),4480,4.85
커피,[빙그레] 아카페라 카페라떼 240ml,1000,4.92
커피,PEACOCK 피코크 콜롬비아 안티오키아 수프리모 500g (분쇄),7980,4.83
커피,네스카페 돌체구스토 캡슐 룽고 30입,15900,4.97
커피,PEACOCK 피코크 콜롬비아 안티오키아 수프리모 핸드드립백 10g x 10개(원두커피),7680,4.82
커피,[맥심]TOP 스위트아메리카노 275ml 4+2기획,5860,4.93
커피,동서식품(주) [맥심] 모카골드 마일드 500g,14680,4.92
커피,빙)잇츠라떼 리치연유 320ml,2200,4.84
커피,네스카페 돌체구스토,7880,4.96
커피,네스카페 돌체구스토 캡슐 룽고 디카페인 112g,2250,4.89
커피,[매일] 바리스타룰스 마다가스카르 바닐라빈라떼 325ml,1500,4.91
커피,[매일] 마이카페라떼 마일드 로어슈거 220ml,27800,4.92
커피,맥심 슈프림골드 커피믹스 150입+20입,82770,4.99
커피,동서식품(주) [맥심]모카골드 마일드 커피믹스 800입(100입x8개),99696,4.96
커피,"동서식품(주) [맥심]모카골드 마일드 커피믹스 1,000입(250입X4개)",7900,4.94
커피,[스타벅스]  돌체구스토 하우스 블렌드,13080,4.86
커피,네스카페 돌체구스토 캡슐 리스트레토 아덴자 112g (7g*16입),7880,4.95
커피,[맥심] 디카페인 커피믹스 20입 240g (12g20입),3980,4.9
커피,[맥심] TOP 스위트 아메리카노 275ml,980,4.95
커피,동서식품(주) 카누 민트초코 라떼 415.2g(24입),8700,4.88
커피,스타벅스 파이크 플레이스 by 네스프레소 캡슐 53g (5.3g x 10개입),7700,4.92
커피,[칸타타] 카라멜 마키아토 (275ml/캔),980,4.89
커피,[스타벅스]  네스프레소 카페 베로나,7700,4.93
커피,[조지아] 고티카 빈티지 블랙 270ml,980,4.9
커피,[매일] 바리스타룰스 스모키 250ml,1750,4.93
제철과일,당도선별 하우스감귤 1.4kg/팩,11900,4.84
제철과일,E-MART FRESH 머루포도 3kg/박스 (4~7입),13800,4.75
제철과일,홍로사과 2.5kg/박스,14900,4.76
제철과일,햇사레 부드러운 복숭아 4~8입내/박스 (1.8kg내외),14900,4.8
제철과일,E-MART FRESH 가을애(愛)감귤 1.8kg/박스,15900,4.73
제철과일,[미국산] 냉동 블루베리 1.5kg/봉,10800,4.89
제철과일,[국산의 힘] 무지개 방울토마토 900g/팩,9900,4.81
제철과일,GAP 영암무화과 16~20입 (1.2kg내외),9900,4.41
제철과일,[미국산] 청포도 900g/팩,8980,4.75
제철과일,당찬사과 4~11입/봉 (1.8kg),11200,4.81
제철과일,더달콤 스테비아 토마토 550g/팩,8900,4.76
제철과일,E-MART FRESH 사과대추 500g/팩,5900,4.77
제철과일,머스크 메론 1통 (1.6kg이상),8980,4.63
제철과일,완숙토마토 6~8입/팩 (1.2kg),7900,4.82
제철과일,대추방울토마토 750g/팩,8900,4.84
제철과일,E-MART FRESH 상주 봉황산포도 3kg/박스,19800,4.68
제철과일,[호주산] 당도선별 로얄 오챠드 네이블 오렌지 1.5kg (5~6입),6980,4.72
제철과일,[필리핀산] Dole 바나나 1.3kg 내외,3980,4.83
제철과일,[페루산] 아보카도 6입/팩 (1.8kg내외),7980,4.8
제철과일,[필리핀산] 델몬트 컷파인애플 540g,6380,4.83
제철과일,[남아공산] 잭슨자몽 5~6입/봉 (1.4kg내외),4980,4.66
제철과일,저탄소인증 햇사과 1.4kg이상/봉,8480,4.84
제철과일,허니토마토 500g/팩,6400,4.76
제철과일,찰토마토 1.2kg/팩,6900,4.76
제철과일,[페루산] 아보카도 1개 (300g내외),1780,4.74
제철과일,달달 과즙 황금향 1.2kg/봉,10900,4.66
제철과일,크리스피 야채믹스칩 180g,5900,4.82
제철과일,[칠레산] 레몬 9~15입/봉 (1.4kg 내외),8980,4.75
제철과일,친환경 토마토 900g/팩,6980,4.71
제철과일,친환경 대추방울토마토 600g/팩,7980,4.71
제철과일,냉동 유기농 블루베리 700g,11980,4.84
제철과일,[페루산] 냉동 애플망고 1.5kg,8980,4.85
제철과일,[페루산] 달콤한 냉동 애플망고 1.2kg,7480,4.87
아이스크림,[롯데] 월드콘 멀티(160ml*5입),4000,4.89
아이스크림,빙그레  투게더  아이스크림 900ml,5490,4.92
아이스크림,[롯데] 셀렉션  아이스크림 500ml,4000,4.88
아이스크림,빙그레  떡붕어싸만코 150ml*5,5000,4.91
아이스크림,[빙그레] 더 엑설런트 오리지널 800ml,6390,4.89
아이스크림,[빙그레] 비비빅 70ml*8,3430,4.9
아이스크림,[빙그레] 메로나 75ml*8,3430,4.9
아이스크림,PEACOCK 피코크 욜로우 민트초코칩 474ml,5980,4.58
아이스크림,빙그레  그라시아 쿠앤크 710ml,4500,4.88
아이스크림,롯데  티코 다크 초코 510ml,5000,4.91
아이스크림,No Brand 노브랜드향긋한바닐라향아이스5L,12980,4.91
아이스크림,[롯데] 티코 밀크 초코 510ml,5000,4.91
아이스크림,[롯데] 스크류바 75mlx6개,3600,4.93
아이스크림,빙그레  빵또아 180ml*5,5000,4.88
아이스크림,[롯데푸드] 구구콘 아이스크림 5개입 800ml (160ml*5입),4000,4.87
아이스크림,하겐다즈 바닐라 아이스크림 946ml(쿼터),22400,4.9
아이스크림,[롯데푸드] 구구 오리지널 460ml (92ml*5입),4000,4.9
아이스크림,구구 크러스터660ml,4000,4.91
아이스크림,하겐다즈 마카다미아넛 473ml 파인트,9660,4.87
아이스크림,나뚜루  녹차 아이스크림 파인트 474ml,11600,4.88
아이스크림,롯데 찰떡아이스90ml*5,6000,4.9
아이스크림,셀렉션 블루베리&샤인머스켓,4000,4.85
아이스크림,No Brand 노브랜드초코칩아이스크림660ml,4180,4.9
아이스크림,롯데 일품 팥빙수,1500,4.88
아이스크림,PEACOCK 피코크 욜로우 녹차 474ml,5980,4.58
아이스크림,하겐다즈 딸기 아이스크림 946ml(쿼터),22400,4.91
아이스크림,상하목장 얼려먹는 아이스크림 밀크 510ml,5980,4.84
아이스크림,상하목장 얼려먹는 아이스주스 망고 510ml,5980,4.93
아이스크림,No Brand 노브랜드 리얼콘바닐라160ml*5,3580,4.77
아이스크림,[롯데] 찰옥수수 700ml(140ml*5개입),6000,4.9
아이스크림,PEACOCK 피코크 유기농 요거트 아이스크림 474ml,7980,4.78
아이스크림,[빙그레] 슈퍼콘 초코 750ml(150ml*5개),4980,4.85
아이스크림,하겐다즈 그린티 아몬드 멀티바 240ml(80ml*3개),12500,4.83
아이스크림,해태아이스크림,3600,4.91
아이스크림,해태 누가바 63ml*6,9800,4.82
아이스크림,[끌레도르]레드카펫 치즈케익 파인트474ml,3600,4.95
아이스크림,PEACOCK 피코크 유기농 바닐라 아이스크림 474ml,7980,4.81
아이스크림,롯데 [롯데삼강] 돼지바 (70ml*6입),3000,4.9
아이스크림,PEACOCK 피코크 유기농 딸기아이스크림 474ml,7980,5.0
아이스크림,[롯데] 조안나 바닐라 850ml,4000,4.9
아이스크림,하겐다즈 딸기 473ml 파인트,12500,4.88
아이스크림,[끌레도르]초코프레첼&브라우니 파인트 474ml,9800,4.71
아이스크림,[해태] 부라보콘 화이트바닐라 140ml*5ea,4000,4.84
아이스크림,No Brand 노브랜드달콤한초코아이스5L,12980,4.9
아이스크림,나뚜루  프렌치아포가또 아이스크림 파인트 474㎖,11600,4.76
아이스크림,[롯데]죠스바 6입,3600,4.93
아이스크림,PEACOCK 피코크 욜로우 바닐라 474ml,5980,4.55
아이스크림,[롯데] 설레임 밀크 쉐이크(160ml*5) 800ml,6000,4.91
아이스크림,하겐다즈 바닐라 473ml 파인트,12500,4.87
아이스크림,No Brand 노브랜드상큼한딸기아이스5L,12980,4.85
아이스크림,하겐다즈 초콜릿 473ml 파인트,12500,4.87
아이스크림,No Brand 녹차아이스크림,3580,4.82
아이스크림,PEACOCK 피코크 욜로우 초코 474ml,5980,4.67
아이스크림,빙빙 초코맛 107g (8.9g*12봉),4980,4.92
아이스크림,No Brand [빙그레] 밀크바,3180,4.83
아이스크림,PEACOCK 피코크 욜로우 딸기 474ml,5980,4.5
아이스크림,[빙그레] 뽕따 멀티 130ml*6,3590,4.95
아이스크림,[롯데] 위즐 커피 초코 퍼지 아이스크림 660ml,4000,4.83
아이스크림,[롯데제과] 칙촉에 빠진 위즐 660ml,4000,4.82
아이스크림,[롯데]조안나 호두850ml,4000,4.89
돼지고기,No Brand 노브랜드냉동삼겹살바로구이1KG(덴마크산),12900,4.88
돼지고기,국내산 삼겹살 구이용 (100g),2880,4.85
돼지고기,국내산 돈목심 구이용 (100g),2880,4.9
돼지고기,No Brand [노브랜드] 냉동 돼지 목심 바로구이 1kg (네덜란드),10900,4.86
돼지고기,국내산 칼집 삼겹살 (100g),3080,4.84
돼지고기,국내산 돈등심 카레용 (100g) (팩),1780,4.92
돼지고기,국내산 삼겹살 찌개용 (100g),2880,4.85
돼지고기,국내산 삼겹살 수육용 (100g),2880,4.81
돼지고기,[냉동][미국산] 소스와 볶아먹는 매콤달콤 제육볶음 (600g),7280,4.86
돼지고기,국내산 돈뒷다리 다짐육 (100g) (팩),980,4.92
돼지고기,국내산 돈앞다리 불고기용 (100g) (팩),1680,4.87
돼지고기,[더느림] 돈앞다리 (100g),1980,4.83
돼지고기,국내산 돈등심 잡채용 (100g) (팩),1780,4.9
돼지고기,국내산 돈뒷다리 불고기용 (100g) (팩),980,4.88
돼지고기,[맥돈] 돈앞다리 (100g),1980,4.85
돼지고기,[더느림]  삼겹살 (100g),3180,4.83
돼지고기,No Brand [노브랜드][냉동] 감자탕용 등뼈 (1.5kg),4980,4.86
돼지고기,[도드람] 더 느림 돼지 등갈비 (100g),4080,4.87
돼지고기,국내산 돈등심 돈까스용 (100g) (팩),1780,4.89
돼지고기,[더느림] 돈목심 (100g),3180,4.9
돼지고기,국내산 돈안심 장조림용 (100g) (팩),1780,4.92
돼지고기,[냉동] 국내산 삼겹살 (800g),17480,4.74
돼지고기,국내산 돈앞다리 수육용 (100g) (팩),1680,4.85
돼지고기,국내산 돈등심 탕수육용 (100g) (팩),1780,4.88
돼지고기,국내산 두툼 삼겹살 구이용 (100g),2880,4.86
돼지고기,[날씬] 삼겹살 구이용 (100g),3180,4.81
돼지고기,[날씬] 돈앞다리 (100g),1980,4.81
돼지고기,국내산 Slim 삼겹살 구이용 (100g),2980,4.82
닭고기,"No Brand [노브랜드][냉동] 닭가슴살 (1,000g)",5900,4.93
닭고기,"No Brand [노브랜드][냉동] 닭안심 (1,000g)",5900,4.92
닭고기,"[하림] 무항생제 닭 (볶음탕용) (1,000g)",6980,4.92
닭고기,[하림] 무항생제 닭다리살 (정육) (400g),7180,4.93
닭고기,대림 사조안심 닭가슴살 블랙페퍼 100g,1980,4.92
닭고기,[하림] 무항생제 두마리 영계 1kg (500g*2),8280,4.89
닭고기,"[마니커][냉동] 무항생제 닭가슴살 (1,000g)",6580,4.9
닭고기,CJ 더건강한 닭가슴살 직화 통살구이 100g,2980,4.92
닭고기,[하림] 무항생제 닭가슴살 (400g),5280,4.92
닭고기,[하림] 무항생제 닭안심 (400g),5880,4.94
닭고기,CJ 더건강한 닭가슴살 직화 스테이크 100g,2980,4.87
닭고기,[대림]사조안심 닭가슴살 훈제 100g,1980,4.88
닭고기,[하림] 무항생제 닭다리 (북채) (400g),6380,4.93
닭고기,하림 닭가슴훈제100g,2080,4.85
닭고기,[마니커][냉동] 무항생제 닭봉 (800g),8980,4.88
닭고기,[하림] 무항생제 닭 (백숙용) (800g),6780,4.92
닭고기,"[마니커][냉동] 무항생제 닭안심 (1,000g)",6880,4.91
닭고기,교촌1991 [BEST Fresh][교촌] 닭가슴살/소시지/볶음밥 균일가★사은품 증정,5900,4.92
닭고기,[마니커][냉동] 초간단 닭발 (250g),4780,4.88
닭고기,[마니커][냉동] 무항생제 닭윙 (800g),8980,4.89
닭고기,[마니커] 무항생제 닭 (볶음탕용) (800g),5480,4.9
닭고기,맛있닭 [BEST Fresh]맛있닭 닭가슴살 꿀조합 세트 (총 14팩),21805,4.81
닭고기,삼립 닭가슴살 슬라이스 블랙페퍼 400g,6980,4.79
닭고기,"[우리땅] 토종닭 (백숙용) (1,050g)",9980,4.86
닭고기,[마니커][냉동] 초간단 근위 (330g),4580,4.86
닭고기,교촌1991 [BEST Fresh][교촌] 치킨 맛집 교촌의 닭가슴살 골라담기★사은품 증정,990,4.94
닭고기,[하림] 프리미엄하얀속살햄100g3,5800,4.89
닭고기,"[우리땅] 토종닭 (볶음탕용) (1,000g)",9980,4.77
닭고기,PEACOCK [피코크] 매운 바베큐 닭다리 165g,2980,4.88
닭고기,테미즈 [BEST Fresh][두메산골]당일손질 냉장 닭다리살(정육)1kg+1kg(2kg),19900,4.8
닭고기,[마니커] 무항생제 닭다리 (북채) (600g),6880,4.89
닭고기,에그파파 [BEST Fresh]에그파파 100% 국내산 신선 냉장 닭가슴살 1kg,4900,4.86
닭고기,[하림] 매콤한 뼈없는 닭발 (300g),7880,4.56
닭고기,하림 [냉동] ★신제품★ 하림e닭 촉촉함이 살아있는 닭가슴살 원물/소시지/스테이크/큐브 18종 골라담기,1890,4.76
닭고기,오븐에빠진닭 [오빠닭] 닭가슴살/볶음밥/소시지 전제품 1팩 골라담기+사은품 증정,990,5.0
닭고기,[마니커] 무항생제 닭윗날개 (봉) (600g),6880,4.9
닭고기,수월한 [BEST Fresh][냉동]닭다리 순살 조각정육 2kg,11900,4.79
닭고기,[소래][냉동] 무항생제 오골계 (950g),10980,5.0
닭고기,맛있닭 닭가슴살 이번엔 꼭뺀닭 세트 (총10팩),15931,4.87
닭고기,[마니커] 닭근위 (400g),3180,4.89
닭고기,[마니커] 무항생제 닭아랫날개 (윙) (600g),7180,4.95
닭고기,친환경 닭안심 다짐육 (50gx6),8980,4.86
닭고기,하림 [냉동] 하림이닭 촉촉함이 살아있는 닭가슴살 저염 블랙페퍼 100g 10개,17100,5.0
우유,[서울우유] 서울우유 1000ml 나100%,2540,4.94
우유,[서울우유] 서울우유 2.3L,5380,4.95
우유,매일유업 [매일] 우유 오리지널 후레쉬팩 900ML*2,4680,4.95
