카테고리,product,price,rate
과자,농심 감튀 랜치어니언맛,2150,4.65
커피,(쓱배송)  [맥심] 카누 마일드 로스트 아메리카노 미니 150입,26980,4.97
커피,(쓱배송)  [맥심] 모카골드 마일드 커피믹스 250입,28800,4.95
커피,맥심 (쓱배송)  [맥심] 화이트골드 커피믹스 250입,28800,4.96
커피,동서식품(주) [맥심] 카누 마일드 로스트 아메리카노 미니 100입,19000,4.95
커피,동서식품(주) [맥심] 모카골드 마일드 커피믹스 180입 (12g*180입) (+20입 or 사은품 랜덤 증정),22200,4.91
커피,[매일] 마이 카페라떼 220ml*6입 기획 (기획랜덤구성),5980,4.94
커피,[맥심] TOP 볼드 에스프레소 라떼 300ml,1880,4.9
커피,[맥심] TOP 마일드 에스프레소 라떼 300ml,1880,4.9
커피,[매일] 바리스타룰스 에스프레소 라떼 250ml,1750,4.94
커피,[서울우유] 스페셜티 카페라떼 마일드 250ml,1000,4.93
커피,동서식품(주) [맥심]카누 미니 다크 로스트 아메리카노 100입,19000,4.94
커피,동서식품(주) [맥심] 화이트골드 커피믹스 180입 (11.7g*180개) (+20입 or 사은품 랜덤 증정),22200,4.92
커피,[매일] 바리스타룰스 로-슈거 에스프레소 라떼 250ml,1750,4.95
커피,칸타타 프리미엄라떼 390ml,1980,4.91
커피,맥심 카누  마일드 미니 27g (0.9g*30입),5980,4.95
커피,동서식품(주) [맥심]카누  디카페인 아메리카노 미니 100입,20900,4.95
커피,[맥심] 모카골드 마일드 커피믹스 (12g*100입),13900,4.93
커피,맥심 슈프림골드 커피믹스 20입,3980,4.83
커피,No Brand 노브랜드 콜드브루 아메리카노 500m,1880,4.79
커피,동서식품(주) (쓱배송)  [맥심]카누 다크 아메리카노 미니 150입,26980,4.96
커피,서울우유 강릉커피 라떼 250ml,1980,4.86
커피,동서식품(주) [맥심]카누 디카페인 미니 아메리카노 30입,6160,4.92
커피,칸타타 스위트 아메리카노 390ml,1980,4.92
커피,레쓰비마일드175ml*12입,3980,4.93
커피,빙)스페셜티 에티오피아 예가체프 460ml,2200,4.82
커피,[스타벅스] 카페 라떼 200ml,1900,4.94
커피,빙)스페셜티 탄지나아 킬리만자로 460ml,2200,4.87
커피,[서울우유] 스페셜티 카페라떼 모카 250ml,1000,4.92
커피,[매일] 바리스타룰스 모카프레소 250ml,1750,4.93
커피,[맥심]카누 라떼 50입 (13.5g*50개입),19000,4.95
커피,PEACOCK 피코크 콜롬비아 안티오키아 수프리모 1kg (홀빈),21800,4.81
커피,[매일] 바리스타룰스 마다가스카르 바닐라빈라떼 325ml,2250,4.89
커피,[스타벅스]  카페라떼 270ml,2450,4.94
커피,맥심 슈프림골드 커피믹스 100입,19200,4.93
커피,[매일]바리스타룰스 블랙 만델링 1L,4900,4.89
커피,동서식품(주) 카누 돌체라떼 415.2g(24입),10230,4.91
커피,[서울우유] 스페셜티 카페라떼 아포가토 250ml,1000,4.89
커피,[맥심]카누더블샷라떼 50입 (13.5g*50개입),19000,4.92
커피,동서식품(주) [맥심] 모카골드 마일드 커피믹스 (12g*20입),3170,4.93
커피,칸타타 콘트라베이스 블랙 500ml,1280,4.91
커피,맥심  화이트골드 커피믹스 (11.7g*50) 585g,7750,4.94
커피,맥심 슈프림골드 커피믹스 150입+20입,25800,4.92
커피,빙)잇츠라떼 리치연유 320ml,2200,4.84
커피,[스타벅스] 더블샷 에스프레소&크림 (200ml*4캔),4780,4.92
커피,[맥심] 모카 골드 마일드 (12g*50입),7450,4.93
커피,[한국야쿠르트] 콜드브루 액상스틱 72ml(12ml*6개입),3000,4.89
커피,PEACOCK [피코크] 콜드브루아메리카노(390ml×6),7680,4.86
커피,네스카페 돌체구스토 캡슐 룽고 30입,15900,4.97
커피,TOP 300ml*4입(볼드2+마일드2),3920,4.93
커피,스타벅스 브렉퍼스트 기획(에코컵&파우치),19800,4.85
커피,PEACOCK 피코크 과테말라 에스에이치비 핸드드립백 10g X 10개 (원두커피),7680,5.0
커피,네스카페 돌체구스토 캡슐 아메리카노 30입,15900,4.97
커피,"동서식품(주) [맥심] 화이트골드 커피믹스(11.7g*100) 1,170g",14800,4.94
커피,맥심카누 다크로스트 아메리카노60입,15480,4.95
커피,스타벅스 이탈리안스타일 로스트 by 네스프레소 캡슐,7700,4.9
커피,일리 클래식로스트 디카페인 미니 1g*30개,8980,4.91
커피,"동서식품(주) [맥심]모카골드 마일드 커피믹스 1,000입(250입X4개)",87904,4.96
커피,동서식품(주) [맥심] 화이트골드 커피믹스 (11.7g*20) 234g,3260,4.93
커피,맥심 카누 미니 마일드 로스트 스위트 아메리카노 100입 290g (2.9g*100입),20450,4.94
커피,[맥심]TOP 마스터라떼 275ml 4+2기획,5860,4.93
커피,TOP 트리플 에스프레소라떼 300ml,1880,4.92
커피,[칸타타] 오리지널 원두커피 프리미엄 라떼 275ml,980,4.92
커피,[매일] 바리스타룰스 블랙 코스타리카 1L,4900,4.88
커피,[칸타타] 콜드브루 블랙 275ml 캔,980,4.87
커피,[매일]바리스타룰스 플라넬드립 라떼325ml,2250,4.86
커피,[빙그레] 아카페라 바닐라 라떼 240ml,1000,4.91
커피,PEACOCK [피코크] 콜드브루스위트아메리카노(390ml×6),7680,4.85
커피,코카콜라 [조지아] 오리지널 커피 (240ml6개),3680,4.94
커피,[맥심] TOP 스위트 아메리카노 275ml,980,4.95
커피,동서식품(주) [맥심] 모카골드 마일드 500g,18350,4.92
커피,[맥심]TOP 스위트아메리카노 275ml 4+2기획,5860,4.93
커피,[매일]바리스타룰스 카라멜 딥 프레소 250ml,1750,4.92
커피,동서식품(주) 카누 민트초코 라떼 415.2g(24입),10230,4.88
커피,동서식품(주) [맥심]  모카골드 부드러운 블랙믹스 100개입,12780,4.95
커피,동서식품(주) [맥심] 아라비카100 리필 150g,5590,4.9
커피,바리스타룰스 디카페인라떼,2250,4.89
커피,맥심 카누 다크 미니 30입 3+1 기획제품,17960,4.94
커피,스타벅스 싱글 오리진 콜롬비아 by 네스프레소 캡슐 57g (5.7g x 10개입),7700,4.92
커피,동서식품(주) [맥심] 모카골드 마일드 리필 170g,5540,4.92
커피,[빙그레] 아카페라 카페라떼 240ml,1000,4.92
커피,[스타벅스]  하우스 블렌드 분쇄 원두 200g,10900,4.88
커피,[스타벅스]  네스프레소 싱글오리진 콜롬비아,7700,4.94
제철과일,당도선별 하우스감귤 1.4kg/팩,13900,4.83
제철과일,햇사레 부드러운 복숭아 4~8입내/박스 (1.8kg내외),13900,4.8
제철과일,GAP 영암무화과 16~20입 (1.2kg내외),8900,4.36
제철과일,E-MART FRESH 머루포도 3kg/박스 (4~7입),17900,4.74
제철과일,[필리핀산] Dole 스위티오 바나나 1.3kg내외,4980,4.84
제철과일,강원 맑은청 방울토마토 750g/팩,5900,4.82
제철과일,E-MART FRESH 가을애(愛)감귤 1.8kg내외/박스,10900,4.73
제철과일,E-MART FRESH 사과대추 500g/팩,7400,4.75
제철과일,[국산의 힘] 무지개 방울토마토 900g/팩,8900,4.81
제철과일,[미국산] 냉동 블루베리 1.5kg/봉,10800,4.89
제철과일,당찬사과 4~11입/봉 (1.8kg),7960,4.81
제철과일,프리미엄 킹 샤인머스캣 1.5kg이상/박스,29800,4.5
제철과일,대추방울토마토 750g/팩,6900,4.84
제철과일,머스크 메론 1통 (1.6kg이상),9980,4.64
제철과일,더달콤 스테비아 토마토 550g/팩,8900,4.76
제철과일,[필리핀산] Dole 바나나 1.3kg 내외,3980,4.83
제철과일,홍시 4~6입/팩 (750g내외),5580,4.72
제철과일,[페루산] 아보카도 1개 (300g내외),1180,4.74
제철과일,[미국산] 청포도 900g/팩,10980,4.75
제철과일,E-MART FRESH 상주 봉황산포도 3kg/박스,18900,4.68
제철과일,[필리핀산] 델몬트 컷파인애플 540g,6980,4.83
제철과일,저탄소인증 햇사과 1kg이상/봉,4480,4.71
제철과일,크리스피 야채믹스칩 180g,4130,4.82
제철과일,허니토마토 500g/팩,6400,4.76
제철과일,단감 4~8입/봉 (1kg내외),4480,4.67
제철과일,저탄소인증 햇사과 1.4kg이상/봉,8480,4.87
제철과일,친환경 방울토마토 600g/팩,5980,4.78
제철과일,저탄소인증 하우스 감귤 1kg/팩,10900,4.81
제철과일,감동  제주 감귤 로열과 4.5kg (실중량),12900,4.37
제철과일,달달 과즙 황금향 1.2kg/봉,10900,4.66
제철과일,친환경 토마토 900g/팩,5980,4.73
제철과일,[미국산] 혼합포도 1.36kg/팩,10980,4.59
제철과일,[칠레산] 레몬 9~15입/봉 (1.4kg 내외),8980,4.76
제철과일,친환경 대추방울토마토 600g/팩,6480,4.71
제철과일,건망고 슬라이스 250g,5530,4.87
제철과일,[페루산] 냉동 애플망고 1.5kg,8980,4.85
제철과일,냉동 유기농 블루베리 700g,11980,4.85
제철과일,[페루산] Dole 유기농 바나나 1묶음 (1.1kg 내외),4980,4.85
제철과일,[남아공산] 잭슨자몽 5~6입/봉 (1.4kg내외),6980,4.67
제철과일,[미국산] 스윗사파이어 포도 900g/팩,9980,4.67
아이스크림,[롯데] 월드콘 멀티(160ml*5입),4000,4.89
아이스크림,빙그레  투게더  아이스크림 900ml,5490,4.92
아이스크림,[롯데] 셀렉션  아이스크림 500ml,4000,4.88
아이스크림,빙그레  떡붕어싸만코 150ml*5,6000,4.91
아이스크림,No Brand 노브랜드초코칩아이스크림660ml,4180,4.93
아이스크림,PEACOCK 피코크 욜로우 민트초코칩 474ml,5980,4.58
아이스크림,[빙그레] 비비빅 70ml*8,3430,4.9
아이스크림,롯데  티코 다크 초코 510ml,5000,4.91
아이스크림,[롯데] 티코 밀크 초코 510ml,5000,4.91
아이스크림,구구 크러스터660ml,4000,4.91
아이스크림,빙그레  그라시아 쿠앤크 710ml,5500,4.88
아이스크림,[빙그레] 메로나 75ml*8,3430,4.9
아이스크림,[롯데푸드] 구구 오리지널 460ml (92ml*5입),4000,4.9
아이스크림,"나뚜루  바닐라 아이스크림 파인트 474ml(★11,600→5,800)",5800,4.81
아이스크림,No Brand 노브랜드향긋한바닐라향아이스5L,12980,4.91
아이스크림,빙그레  빵또아 180ml*5,6000,4.88
아이스크림,[롯데] 스크류바 75mlx6개,3600,4.93
아이스크림,롯데 찰떡아이스90ml*5,6000,4.9
아이스크림,롯데 일품 팥빙수,1500,4.88
아이스크림,하겐다즈 마카다미아넛 473ml 파인트,9660,4.87
아이스크림,셀렉션 블루베리&샤인머스켓,4000,4.88
아이스크림,[롯데푸드] 구구콘 아이스크림 5개입 800ml (160ml*5입),6000,4.87
아이스크림,상하목장 얼려먹는 아이스크림 밀크 510ml,4780,4.83
아이스크림,PEACOCK 피코크 유기농 요거트 아이스크림 474ml,7980,4.78
아이스크림,롯데 [롯데삼강] 돼지바 (70ml*6입),3000,4.89
아이스크림,해태아이스크림 해태 누가바 63ml*6,3600,4.91
아이스크림,No Brand 노브랜드 리얼콘바닐라160ml*5,3580,4.77
아이스크림,상하목장 얼려먹는 아이스주스 망고 510ml,4780,4.91
아이스크림,[빙그레] 슈퍼콘 초코 750ml(150ml*5개),4980,4.85
아이스크림,[끌레도르]레드카펫 치즈케익 파인트474ml,5800,4.82
아이스크림,나뚜루  프렌치아포가또 아이스크림 파인트 474㎖,11600,4.76
아이스크림,PEACOCK 피코크 욜로우 녹차 474ml,5980,4.58
아이스크림,[롯데] 조안나 바닐라 850ml,4000,4.9
아이스크림,PEACOCK 피코크 유기농 바닐라 아이스크림 474ml,7980,4.81
아이스크림,PEACOCK 피코크 유기농 딸기아이스크림 474ml,7980,5.0
아이스크림,[롯데] 찰옥수수 700ml(140ml*5개입),6000,4.9
아이스크림,해태 폴라포포도 120ml*6,3600,4.95
아이스크림,No Brand 노브랜드달콤한초코아이스5L,12980,4.91
아이스크림,[롯데]죠스바 6입,3600,4.93
아이스크림,[끌레도르]초코프레첼&브라우니 파인트 474ml,5800,4.7
아이스크림,[롯데]조안나 호두850ml,4000,4.89
아이스크림,PEACOCK 피코크 욜로우 바닐라 474ml,5980,4.55
아이스크림,No Brand 녹차아이스크림,3580,4.83
아이스크림,PEACOCK 피코크 욜로우 초코 474ml,5980,4.67
아이스크림,하겐다즈 그린티 아몬드 멀티바 240ml(80ml*3개),12500,4.83
아이스크림,[해태] 부라보콘 화이트바닐라 140ml*5ea,6000,4.84
아이스크림,월드콘 초코멀티 160ml*5,4000,4.81
아이스크림,[롯데] 설레임 밀크 쉐이크(160ml*5) 800ml,6000,4.91
아이스크림,빙빙 초코맛 107g (8.9g*12봉),4980,4.92
아이스크림,하겐다즈 바닐라 아이스크림 946ml(쿼터),22400,4.9
아이스크림,롯데  위즐 바닐라 피칸 아이스크림 660ml,4000,4.82
아이스크림,해태 쌍쌍바 67ml*6,3600,4.85
아이스크림,[롯데]옥동자 70ml*6,3600,4.88
아이스크림,[롯데] 위즐 커피 초코 퍼지 아이스크림 660ml,4000,4.83
아이스크림,하겐다즈 초코렛 아이스크림 946ml(쿼터),22400,4.91
아이스크림,No Brand [빙그레] 밀크바,3180,4.82
아이스크림,하겐다즈 딸기 473ml 파인트,12500,4.88
아이스크림,[롯데제과] 칙촉에 빠진 위즐 660ml,4000,4.82
아이스크림,하겐다즈 딸기 아이스크림 946ml(쿼터),22400,4.91
아이스크림,해태 팽이팽이 280ml,5000,4.8
돼지고기,No Brand 노브랜드냉동삼겹살바로구이1KG(덴마크산),12900,4.88
돼지고기,국내산 돈목심 구이용 (100g),2780,4.9
돼지고기,국내산 칼집 삼겹살 (100g),2980,4.84
돼지고기,No Brand [노브랜드] 냉동 돼지 목심 바로구이 1kg (네덜란드),10900,4.86
돼지고기,국내산 돈갈비찜용 (100g),1280,4.83
돼지고기,국내산 삼겹살 수육용 (100g),2780,4.81
돼지고기,국내산 삼겹살 찌개용 (100g),2780,4.85
돼지고기,국내산 돈등심 잡채용 (100g) (팩),1780,4.9
돼지고기,국내산 돈뒷다리 다짐육 (100g) (팩),680,4.92
돼지고기,[국산의힘][냉동] 얼룩도야지 두툼 삼겹살 (350g),8780,4.78
돼지고기,[냉동][미국산] 소스와 볶아먹는 매콤달콤 제육볶음 (600g),7280,4.86
돼지고기,국내산 돈앞다리 불고기용 (100g) (팩),1280,4.87
돼지고기,[더느림] 돈앞다리 (100g),1980,4.83
돼지고기,국내산 돈뒷다리 불고기용 (100g) (팩),680,4.88
돼지고기,국내산 돈앞다리 수육용 (100g) (팩),1280,4.85
돼지고기,[맥돈] 돈앞다리 (100g),1980,4.85
돼지고기,No Brand [노브랜드][냉동] 감자탕용 등뼈 (1.5kg),4980,4.86
돼지고기,국내산 두툼 삼겹살 구이용 (100g),2780,4.86
돼지고기,[더느림]  삼겹살 (100g),3680,4.83
돼지고기,[냉동] 국내산 삼겹살 (800g),17480,4.74
돼지고기,으뜸한돈 [BEST Fresh][으뜸한돈] 국내산 한돈 냉장 찌개용 돼지고기 500g+500g,5800,4.72
돼지고기,[국산의힘][냉동] 얼룩도야지 목심 (350g),8780,4.79
돼지고기,국내산 돈안심 장조림용 (100g) (팩),1780,4.92
돼지고기,[도드람] 더 느림 돼지 등갈비 (100g),4080,4.87
돼지고기,국내산 Slim 삼겹살 구이용 (100g),2880,4.83
돼지고기,국내산 돈등심 돈까스용 (100g) (팩),1780,4.89
돼지고기,[더느림] 돈목심 (100g),3680,4.9
돼지고기,[목우촌 한돈][냉장] 국내산 생 목살 500g 구이용 제육볶음용 찌개용 용도별,12320,4.73
돼지고기,[날씬] 돈앞다리 (100g),1980,4.82
돼지고기,국내산 돈등심 탕수육용 (100g) (팩),1780,4.88
닭고기,"No Brand [노브랜드][냉동] 닭가슴살 (1,000g)",5900,4.93
닭고기,"[하림] 무항생제 닭 (볶음탕용) (1,000g)",6980,4.92
닭고기,"No Brand [노브랜드][냉동] 닭안심 (1,000g)",5900,4.92
닭고기,[하림] 무항생제 두마리 영계 1kg (500g*2),8280,4.89
닭고기,[하림] 무항생제 닭다리살 (정육) (400g),6980,4.93
닭고기,[올품] 무항생제 닭 (볶음탕용) (800g),5980,4.91
닭고기,CJ 더건강한 닭가슴살 직화 통살구이 100g,2980,4.92
닭고기,[하림] 무항생제 닭가슴살 (400g),5280,4.92
닭고기,대림 사조안심 닭가슴살 블랙페퍼 100g,1980,4.92
닭고기,[하림] 무항생제 닭안심 (400g),5980,4.94
닭고기,CJ 더건강한 닭가슴살 직화 스테이크 100g,2980,4.87
닭고기,"[마니커][냉동] 무항생제 닭가슴살 (1,000g)",6980,4.9
닭고기,[대림]사조안심 닭가슴살 훈제 100g,1980,4.88
닭고기,[마니커][냉동] 무항생제 닭봉 (800g),8980,4.88
닭고기,하림 닭가슴훈제100g,2080,4.84
닭고기,"[마니커][냉동] 무항생제 닭안심 (1,000g)",6980,4.91
닭고기,[마니커] 무항생제 닭 (볶음탕용) (800g),5980,4.9
닭고기,[마니커][냉동] 무항생제 닭윙 (800g),8980,4.89
닭고기,[마니커][냉동] 초간단 닭발 (250g),4880,4.89
닭고기,"[우리땅] 토종닭 (볶음탕용) (1,000g)",9680,4.77
닭고기,[하림] 닭근위 (400g),3980,4.9
닭고기,[올품] 무항생제 닭아랫날개 (윙) (600g),8480,5.01
닭고기,[하림] 프리미엄하얀속살햄100g3,5800,4.89
